sequence name, Evalue, hit name
SRR9598210.2042733,4.42974e-71,gi|1487192203|emb|LR025197.1| Escherichia phage vB_Eco_SLUR75 genome assembly, complete genome: monopartite
SRR9598210.2051088,1.23163e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2055029,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2060355,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2065205,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2066829,5.73024e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2070236,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2073064,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2077526,1.22661e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2078749,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2079956,3.4244e-72,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.2079306,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2083288,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2089084,1.59322e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.2094625,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2096635,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2103966,7.41253e-69,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2110411,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2115587,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2116647,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2119000,1.23163e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2121212,3.44871e-67,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.2124222,1.58199e-75,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2128755,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2128255,3.4244e-72,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2132365,1.59322e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.3134286,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3136844,1.23163e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3140205,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3143620,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3145492,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3154797,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3155497,2.66602e-68,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3157705,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3159851,7.41253e-69,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.3163363,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3170229,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3171818,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3173021,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3182603,3.44871e-67,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3183644,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3189553,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3194212,4.42974e-71,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.3197859,1.23163e-71,gi|1613838667|gb|MK672798.1| Escherichia phage Skure, complete genome
SRR9598210.3198206,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3204575,4.42974e-71,gi|1487192291|emb|LR025198.1| Escherichia phage vB_Eco_SLUR26 genome assembly, complete genome: monopartite
SRR9598210.3210499,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3221686,1.23163e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3223263,1.59322e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.3225583,1.23163e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3227085,4.42974e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.949521,4.42974e-71,gi|1487192203|emb|LR025197.1| Escherichia phage vB_Eco_SLUR75 genome assembly, complete genome: monopartite
SRR9598210.952864,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.955045,4.42974e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.955471,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.959807,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.961838,5.73024e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.966088,1.23163e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.966804,1.59322e-70,gi|1613838667|gb|MK672798.1| Escherichia phage Skure, complete genome
SRR9598210.967985,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.971926,1.59322e-70,gi|1487192203|emb|LR025197.1| Escherichia phage vB_Eco_SLUR75 genome assembly, complete genome: monopartite
SRR9598210.975708,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.977085,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.978838,3.44871e-67,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.980140,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.991640,2.06096e-69,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.992697,1.23163e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.994818,5.73024e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.995752,1.59322e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.1004946,1.59322e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.1008934,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1009338,1.59322e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.1011265,4.42974e-71,gi|1049308706|gb|KX534337.1| Escherichia phage Greed, partial genome
SRR9598210.1012139,5.73024e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1015720,3.4244e-72,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1015963,1.59322e-70,gi|1487192291|emb|LR025198.1| Escherichia phage vB_Eco_SLUR26 genome assembly, complete genome: monopartite
SRR9598210.1016103,1.23163e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1018281,3.4244e-72,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1018343,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1024402,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1025491,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1029619,4.42974e-71,gi|1613838667|gb|MK672798.1| Escherichia phage Skure, complete genome
SRR9598210.1029106,1.23163e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.2137225,9.58871e-68,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2137699,4.42974e-71,gi|1524743689|gb|MK165087.1| Escherichia phage BRET, complete genome
SRR9598210.2139693,1.59322e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.2140920,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2142325,1.59322e-70,gi|1487192291|emb|LR025198.1| Escherichia phage vB_Eco_SLUR26 genome assembly, complete genome: monopartite
SRR9598210.2147245,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2148693,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2148918,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2149735,4.42974e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.2152098,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2153977,1.59322e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.2155310,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2155415,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2160701,1.59322e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.2161357,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2162096,1.59322e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.2163117,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2174217,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2176479,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2178813,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2181073,4.42974e-71,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.2182543,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2183470,1.24038e-66,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2188189,1.59322e-70,gi|1613838667|gb|MK672798.1| Escherichia phage Skure, complete genome
SRR9598210.2193774,3.44871e-67,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.2193797,4.42974e-71,gi|1487192291|emb|LR025198.1| Escherichia phage vB_Eco_SLUR26 genome assembly, complete genome: monopartite
SRR9598210.2198014,7.41253e-69,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2199415,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2212993,1.23163e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2216132,1.24038e-66,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2221137,2.66602e-68,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.2226531,4.42974e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.2226427,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2231819,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2235043,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.697721,1.59322e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.705608,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.708299,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.714293,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.717639,4.42974e-71,gi|1487192203|emb|LR025197.1| Escherichia phage vB_Eco_SLUR75 genome assembly, complete genome: monopartite
SRR9598210.719206,2.06096e-69,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.721200,2.66602e-68,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.722890,1.23163e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3629963,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3631360,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3635789,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3641898,5.73024e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3645269,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3649123,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3650579,9.58871e-68,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3651370,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3654250,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3662619,1.24038e-66,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3663579,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3663948,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3665232,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3666157,7.41253e-69,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3666251,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3667311,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2296905,1.59322e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.2297842,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2298775,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2301546,1.59322e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.2301763,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2302974,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2307450,7.41253e-69,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2309129,1.23163e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2312177,1.59322e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.2313506,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2315873,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2318781,4.42974e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.2323548,1.59322e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.2331009,1.59322e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.2332173,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2332942,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2333677,1.23163e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2337611,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2338515,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2339465,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2340247,1.59322e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.2341915,2.66602e-68,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2351584,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2353480,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2357167,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2358450,4.42974e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.2365646,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2366498,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2370926,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2374018,1.23163e-71,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.2374366,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2375277,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2385827,1.22661e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2385291,1.23531e-66,gi|1524743689|gb|MK165087.1| Escherichia phage BRET, complete genome
SRR9598210.2392422,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2398113,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2398863,1.58672e-70,gi|1613838667|gb|MK672798.1| Escherichia phage Skure, complete genome
SRR9598210.2401855,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2406696,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2408447,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2418300,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2420321,1.23531e-66,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.2426998,1.22661e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.2430063,3.41042e-72,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.2437029,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2236761,1.58672e-70,gi|1631935785|ref|NC_042025.1| Salmonella phage SE1 (in:Nonagvirus), complete genome >gi|1188257802|gb|KY926791.1| Salmonella phage SE1 (in:Nonagvirus), complete genome
SRR9598210.1038751,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1047761,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1054043,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1058725,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.736319,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.742274,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.742629,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1077838,1.59322e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.1080122,2.66602e-68,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.2249531,1.59322e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.2249161,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2249878,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1087566,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1091188,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2441617,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2444011,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2446543,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2456019,5.73024e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.2462153,1.59322e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.2462900,4.42974e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.2464068,1.23163e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.2465951,1.59322e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.2466290,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2466733,1.23163e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2468083,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2468448,1.23163e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2479539,1.59322e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.2481420,2.06096e-69,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.2482243,1.23163e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2483258,1.59322e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.2484718,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2488443,9.58871e-68,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2492777,1.59322e-70,gi|971742339|ref|NC_028776.1| Enterobacteria phage CAjan, complete genome
SRR9598210.2493075,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2498296,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2500778,1.23163e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2501728,1.59322e-70,gi|1487192291|emb|LR025198.1| Escherichia phage vB_Eco_SLUR26 genome assembly, complete genome: monopartite
SRR9598210.2501457,1.59322e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.2505878,7.36027e-74,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2509491,1.59322e-70,gi|1613838667|gb|MK672798.1| Escherichia phage Skure, complete genome
SRR9598210.752689,9.58871e-68,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.755284,4.42974e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.758382,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.758456,4.42974e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.759135,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.764309,5.73024e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.771161,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.773032,1.59322e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.774943,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.776091,1.59322e-70,gi|1524743689|gb|MK165087.1| Escherichia phage BRET, complete genome
SRR9598210.780511,1.23163e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.781318,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.786212,4.42974e-71,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
